734085,20091109,   212,  1, 100,     7, -1,  60
734085,20091109,   200,  1,  88,    92, -1,  72
734085,20091109,   278,  1,  75,     6, -1,  43
734085,20091109,    37,  1,  75,   182, -1,  70
734087,20091111,   278,  1, 100,   237, -1,  60
734087,20091111,   200,  1,  89,   188, -1,  42
734087,20091111,    37,  1,  95,    72, -1,  61
734088,20091112,   189,  1,  69,   103, -1,  53
734088,20091112,   212,  1,  72,   132, -1,  44
734089,20091113,   296,  0,  68,   335,  0,  56
734089,20091113,   163,  0,  89,    31,  0,  80
734089,20091113,   242,  0,  92,   346,  0,  86
734089,20091113,   139,  1,  81,   329, -1,  72
734089,20091113,   260, -1,  76,   115,  1,  64
734089,20091113,   137,  1,  75,   177, -1,  59
734089,20091113,   291,  1,  82,   165, -1,  71
734089,20091113,   261,  1,  88,     4, -1,  50
734089,20091113,   235,  1,  65,   141, -1,  53
734089,20091113,    29, -1,  68,   268,  1,  64
734089,20091113,   102,  1,  67,   195, -1,  59
734089,20091113,   270,  1,  83,   145, -1,  70
734089,20091113,   169,  1,  92,    12, -1,  64
734089,20091113,   223,  1,  63,   342, -1,  60
734089,20091113,   109, -1,  87,   113,  1,  77
734089,20091113,   256,  1,  53,   274, -1,  51
734089,20091113,   174,  1,  99,    92, -1,  70
734089,20091113,   322,  1,  85,   146, -1,  72
734089,20091113,   230,  1,  89,    63, -1,  64
734089,20091113,   136,  1,  69,   244, -1,  66
734089,20091113,   288,  1,  88,   262, -1,  49
734089,20091113,    19,  1,  88,   318, -1,  78
734089,20091113,   267,  1,  72,    50, -1,  62
734089,20091113,   167,  1,  97,    89, -1,  58
734089,20091113,    75,  1,  96,   306, -1,  62
734089,20091113,   150,  1,  79,   320, -1,  66
734089,20091113,     9,  1,  79,   307, -1,  68
734089,20091113,    25,  1,  89,    65, -1,  58
734089,20091113,   269,  1,  65,     8, -1,  61
734089,20091113,   178, -1,  69,     6,  1,  65
734089,20091113,   271,  1,  77,    74, -1,  67
734089,20091113,   321,  1,  84,    86, -1,  61
734089,20091113,   277, -1,  75,   161,  1,  57
734089,20091113,   300,  1,  84,   159, -1,  67
734089,20091113,   324,  1,  93,    16, -1,  86
734089,20091113,   232,  1,  76,   186, -1,  65
734089,20091113,    21,  0,  74,   225,  0,  67
734089,20091113,   221,  1,  70,   220, -1,  55
734089,20091113,   124,  1,  82,    26, -1,  73
734089,20091113,    87,  1,  67,    42, -1,  58
734089,20091113,   317,  1,  77,    22, -1,  51
734089,20091113,    57,  1,  75,   338, -1,  66
734089,20091113,    44,  1,  86,   305, -1,  70
734089,20091113,    51,  1,  70,    52, -1,  59
734089,20091113,   282,  1,  83,    18, -1,  54
734089,20091113,   100,  1,  76,   142, -1,  72
734089,20091113,   229,  1,  96,    30, -1,  53
734089,20091113,   345,  1,  83,   347, -1,  57
734089,20091113,    24,  0,  90,   149,  0,  87
734089,20091113,   122,  1,  83,   116, -1,  60
734089,20091113,    49,  1,  84,   227, -1,  41
734089,20091113,    76,  1,  85,   197, -1,  62
734089,20091113,   152,  1,  82,   303, -1,  62
734089,20091113,   133,  1, 101,   112, -1,  65
734089,20091113,   158,  1,  89,    43, -1,  51
734089,20091113,   120,  1,  96,    82, -1,  69
734089,20091113,   330,  1,  76,   216, -1,  56
734089,20091113,    20,  1,  86,   199, -1,  58
734089,20091113,   168,  1,  87,   284, -1,  50
734089,20091113,   126,  1,  88,   118, -1,  68
734089,20091113,    55,  0,  91,   297,  0,  73
734089,20091113,   258, -1,  85,   283,  1,  69
734089,20091113,   207,  1,  77,   185, -1,  55
734089,20091113,    14,  1, 130,     7, -1,  68
734089,20091113,   153, -1,  76,    94,  1,  73
734089,20091113,   134,  1,  92,   151, -1,  54
734089,20091113,   234,  1,  81,    64, -1,  51
734089,20091113,   156,  1,  85,    41, -1,  62
734089,20091113,   263, -1,  67,   259,  1,  61
734089,20091113,    54,  1,  88,    13, -1,  72
734089,20091113,    11,  1,  87,   326, -1,  35
734089,20091113,   162,  1,  82,   129, -1,  53
734089,20091113,   101, -1,  74,   293,  1,  58
734089,20091113,   279,  0,  67,   218,  0,  43
734089,20091113,   117, -1,  94,   312,  1,  87
734089,20091113,   236, -1,  88,   170,  1,  74
734089,20091113,   314,  1,  80,   184, -1,  72
734089,20091113,   315,  1,  89,   295, -1,  70
734089,20091113,   206, -1,  71,    70,  1,  65
734089,20091113,   231,  0,  85,   108,  0,  74
734089,20091113,   313, -1,  66,   333,  1,  60
734089,20091113,    34,  1,  70,    28, -1,  60
734089,20091113,   240, -1,  77,   344,  1,  61
734089,20091113,    17,  1,  69,   196, -1,  65
734089,20091113,   175,  1,  61,   201, -1,  37
734089,20091113,   331,  1,  74,   343, -1,  69
734089,20091113,   247,  1,  73,    36, -1,  62
734089,20091113,   250, -1,  84,    61,  1,  81
734089,20091113,   332,  1,  94,   179, -1,  66
734089,20091113,   245,  1,  77,   275, -1,  64
734089,20091113,   183,  0, 101,   160,  0,  73
734089,20091113,   217,  1,  94,   328, -1,  43
734089,20091113,   219, -1,  67,   222,  1,  64
734089,20091113,   273,  1, 100,   194, -1,  68
734089,20091113,   110,  1,  65,   266, -1,  48
734090,20091114,   281, -1,  76,    68,  1,  56
734090,20091114,   214,  1,  86,   255, -1,  64
734090,20091114,    59, -1,  71,     3,  1,  67
734090,20091114,   213,  1,  95,   180, -1,  71
734090,20091114,   190,  1,  76,   252, -1,  49
734090,20091114,   228, -1,  71,    35,  1,  68
734090,20091114,    67,  1,  90,    60, -1,  80
734090,20091114,    33,  1,  73,    66, -1,  62
734090,20091114,   238,  1,  74,   155, -1,  67
734090,20091114,   147, -1,  80,   316,  1,  62
734090,20091114,   154,  1,  70,   198, -1,  58
734090,20091114,   128, -1,  88,    73,  1,  82
734090,20091114,    55,  0,  57,   328,  0,  40
734090,20091114,   217,  1,  95,   297, -1,  64
734090,20091114,   138,  1,  83,   107, -1,  80
734090,20091114,   163,  0,  80,    30,  0,  56
734090,20091114,   335,  0,  70,   244,  0,  68
734090,20091114,    84,  1,  62,     9, -1,  58
734090,20091114,   164,  1,  83,   188, -1,  53
734090,20091114,   224, -1,  64,    80,  1,  58
734090,20091114,    64, -1,  70,   115,  1,  60
734090,20091114,   229,  1,  76,    31, -1,  65
734090,20091114,   136,  1,  72,   296, -1,  65
734090,20091114,   209,  1,  86,   202, -1,  65
734090,20091114,    77, -1,  72,   290,  1,  62
734090,20091114,   104,  1, 100,    91, -1,  59
734090,20091114,   288,  1,  66,   279, -1,  59
734090,20091114,    79, -1,  81,   210,  1,  77
734090,20091114,   343,  0,  75,   225,  0,  70
734090,20091114,   149,  0,  83,   201,  0,  60
734090,20091114,   105,  1,  92,   179, -1,  74
734090,20091114,    83, -1,  91,   143,  1,  86
734090,20091114,   272,  1,  59,   254, -1,  41
734090,20091114,   241,  1,  91,   289, -1,  63
734090,20091114,   264, -1,  79,   302,  1,  72
734090,20091114,   234,  1,  71,   260, -1,  69
734090,20091114,   218,  0,  62,   262,  0,  47
734090,20091114,   193,  1,  67,   299, -1,  51
734090,20091114,   175,  1,  95,    24, -1,  82
734090,20091114,   331,  1,  96,    21, -1,  78
734090,20091114,   191,  1,  75,   176, -1,  61
734091,20091115,    31,  0,  59,    30,  0,  56
734091,20091115,   296,  0,  55,   244,  0,  52
734091,20091115,   215,  1,  69,    22, -1,  38
734091,20091115,    18, -1,  80,     2,  1,  77
734091,20091115,   262,  0,  76,   279,  0,  73
734091,20091115,   330,  0,  89,    81,  0,  58
734091,20091115,   109,  1,  87,   338, -1,  85
734091,20091115,   260,  0,  70,    64,  0,  58
734091,20091115,   157,  1,  79,   187, -1,  63
734091,20091115,   285,  1,  89,   298, -1,  42
734091,20091115,   229,  1,  79,   163, -1,  77
734091,20091115,    20,  1,  71,   108, -1,  69
734091,20091115,    70,  1,  75,    13, -1,  56
734091,20091115,   303,  1,  82,     7, -1,  66
734091,20091115,   294,  1,  81,    92, -1,  49
734091,20091115,    24,  0,  75,   201,  0,  60
734091,20091115,    72,  1,  86,   327, -1,  80
734091,20091115,   121, -1,  82,    82,  1,  60
734091,20091115,   178, -1,  72,   304,  1,  57
734091,20091115,   288,  1,  64,   218, -1,  60
734091,20091115,   256, -1,  87,   174,  1,  72
734091,20091115,   323,  1,  69,    29, -1,  55
734091,20091115,   334,  1,  83,   150, -1,  60
734091,20091115,   335, -1,  87,   136,  1,  86
734091,20091115,    90,  1,  74,   276, -1,  46
734091,20091115,   211,  1,  81,   181, -1,  68
734091,20091115,   242,  1,  81,   139, -1,  70
734091,20091115,   297,  0,  99,   328,  0,  79
734091,20091115,   186, -1,  79,   146,  1,  76
734091,20091115,   134,  1,  82,   326, -1,  50
734091,20091115,   200,  1,  88,   318, -1,  77
734091,20091115,   100,  1,  60,    65, -1,  44
734091,20091115,   337,  1,  80,    86, -1,  64
734091,20091115,   234,  1,  60,   115, -1,  46
734091,20091115,    97, -1,  76,   307,  1,  71
734091,20091115,    10,  1,  87,   205, -1,  70
734091,20091115,   175,  1,  64,   149, -1,  63
734091,20091115,   320, -1,  58,    32,  1,  57
734091,20091115,   340,  1,  75,   127, -1,  46
734091,20091115,   311, -1,  62,   125,  1,  50
734091,20091115,   217,  1,  68,    55, -1,  55
734091,20091115,   126,  1,  72,    46, -1,  50
734091,20091115,   295,  1,  72,   117, -1,  65
734091,20091115,    87,  1,  63,    94, -1,  55
734091,20091115,    28,  1,  74,   118, -1,  69
734091,20091115,   343,  0,  82,    21,  0,  73
734091,20091115,   183,  0,  73,   266,  0,  51
734091,20091115,   275,  1,  70,    36, -1,  53
734091,20091115,   331,  1, 111,   225, -1,  55
734091,20091115,   110,  1,  73,   160, -1,  65
734092,20091116,   341,  0,  69,   336,  0,  65
734092,20091116,   112,  0,  68,   346,  0,  63
734092,20091116,    93,  1,  87,   130, -1,  61
734092,20091116,   251,  1,  53,    42, -1,  45
734092,20091116,   261,  1,  90,    98, -1,  66
734092,20091116,   236,  1,  86,   141, -1,  71
734092,20091116,   137,  1,  72,   165, -1,  70
734092,20091116,    75,  1,  74,    51, -1,  49
734092,20091116,   199,  1,  72,   153, -1,  71
734092,20091116,   235,  1, 103,   324, -1,  59
734092,20091116,   321,  1, 103,   220, -1,  65
734092,20091116,     6, -1,  51,     8,  1,  50
734092,20091116,   221,  1,  80,   237, -1,  61
734092,20091116,   209,  1,  95,   269, -1,  72
734092,20091116,   263,  1,  66,   322, -1,  49
734092,20091116,    47,  1,  69,   226, -1,  62
734092,20091116,   253,  1,  90,    88, -1,  77
734092,20091116,   168,  1,  82,   257, -1,  42
734092,20091116,   319,  1,  95,   143, -1,  73
734092,20091116,   284, -1,  71,    40,  1,  67
734092,20091116,   152,  1,  56,   123, -1,  45
734092,20091116,   286, -1,  80,   259,  1,  68
734092,20091116,    20,  1,  61,   265, -1,  45
734092,20091116,   169,  1,  90,     5, -1,  53
734092,20091116,   140,  1,  77,   316, -1,  72
734092,20091116,   173,  1,  73,    17, -1,  62
734092,20091116,   122,  1,  69,   252, -1,  61
734092,20091116,    54,  1,  82,    58, -1,  58
734092,20091116,    57,  1,  77,    53, -1,  63
734092,20091116,    44,  0,  75,    83,  0,  61
734092,20091116,   332,  1,  67,    80, -1,  61
734092,20091116,   219,  1,  56,   245, -1,  55
734092,20091116,   280,  0,  83,    63,  0,  65
734092,20091116,    11,  1,  84,   287, -1,  62
734092,20091116,    62, -1,  68,   301,  1,  65
734092,20091116,   266,  0,  68,   160,  0,  59
734092,20091116,   273,  1,  80,   246, -1,  58
734092,20091116,   183, -1,  81,   110,  1,  75
734093,20091117,   274,  1,  58,   174, -1,  34
734093,20091117,   196,  1,  76,    74, -1,  69
734093,20091117,    49, -1,  79,   142,  1,  39
734093,20091117,   258,  1,  59,   204, -1,  53
734093,20091117,   294,  1,  59,    12, -1,  45
734093,20091117,   101,  1,  46,   281, -1,  45
734093,20091117,   223,  1,  71,    23, -1,  46
734093,20091117,   300,  1,  68,   116, -1,  59
734093,20091117,   271,  1,  69,   113, -1,  67
734093,20091117,    97, -1,  69,    26,  1,  59
734093,20091117,   282,  1, 124,   305, -1,  49
734093,20091117,   211,  1,  93,   187, -1,  82
734093,20091117,    38,  1,  74,    81, -1,  68
734093,20091117,    96,  1,  68,   227, -1,  64
734093,20091117,   323,  1,  59,   306, -1,  46
734093,20091117,   215,  1,  98,   146, -1,  59
734093,20091117,    52,  1,  69,   339, -1,  57
734093,20091117,   342, -1,  60,   102,  1,  57
734093,20091117,    16,  1,  63,   145, -1,  56
734093,20091117,   270,  0,  69,   267,  0,  68
734093,20091117,   124, -1,  68,   107,  1,  63
734093,20091117,    25,  1,  72,   268, -1,  44
734093,20091117,   157,  1,  63,   181, -1,  60
734093,20091117,    45,  1,  85,    84, -1,  76
734093,20091117,    43, -1,  61,    48,  1,  60
734093,20091117,   345,  1, 101,    27, -1,  57
734093,20091117,   148,  0,  96,    14,  0,  66
734093,20091117,   213,  1,  72,   303, -1,  61
734093,20091117,   171,  1,  83,   289, -1,  68
734093,20091117,   156,  1,  86,   161, -1,  60
734093,20091117,   114,  1,  92,   197, -1,  60
734093,20091117,   158,  1,  71,    87, -1,  42
734093,20091117,   167,  1,  75,   105, -1,  71
734093,20091117,   151,  1,  89,    39, -1,  69
734093,20091117,   120,  1,  80,   185, -1,  61
734093,20091117,    60,  1,  78,    91, -1,  53
734093,20091117,   126, -1,  90,    73,  1,  70
734093,20091117,    71,  1,  59,    56, -1,  53
734093,20091117,     3,  1,  86,   129, -1,  69
734093,20091117,    41, -1,  71,   106,  1,  66
734093,20091117,    95, -1,  65,   205,  1,  59
734093,20091117,   296, -1,  87,   131,  1,  62
734093,20091117,   193, -1,  97,   194,  1,  87
734093,20091117,    76, -1,  52,   125,  1,  50
734093,20091117,    34,  1,  87,   118, -1,  53
734093,20091117,   133,  0,  57,   162,  0,  55
734093,20091117,   144, -1,  67,   222,  1,  58
734093,20091117,   224,  1,  98,   255, -1,  81
734093,20091117,   249,  1,  66,   333, -1,  57
734093,20091117,    61,  1,  58,   314, -1,  51
734093,20091117,   309,  1,  77,   299, -1,  67
734093,20091117,    11,  1,  52,   280, -1,  49
734093,20091117,    63,  0,  85,   287,  0,  82
734093,20091117,    57,  1,  76,   112, -1,  67
734093,20091117,    75,  1, 101,    44, -1,  59
734093,20091117,    51,  0,  69,    83,  0,  46
734093,20091117,   152,  1,  71,   341, -1,  60
734093,20091117,   123,  0,  76,   336,  0,  63
734093,20091117,   346,  0,  65,    53,  0,  55
734094,20091118,   327,  1,  83,   317, -1,  67
734094,20091118,   202,  1,  57,   251, -1,  46
734094,20091118,   228,  1,  61,   154, -1,  54
734094,20091118,    35,  1,  67,   119, -1,  48
734094,20091118,    93,  1,  80,   276, -1,  38
734094,20091118,   108,  1,  75,   155, -1,  38
734094,20091118,    31, -1,  82,    68,  1,  66
734094,20091118,   150, -1,  69,   304,  1,  66
734094,20091118,    90,  1,  69,    98, -1,  49
734094,20091118,    94,  1,  76,   242, -1,  66
734094,20091118,   180, -1,  73,     8,  1,  62
734094,20091118,   141,  1,  79,   231, -1,  71
734094,20091118,   153, -1,  59,    69,  1,  56
734094,20091118,   233, -1,  78,    29,  1,  57
734094,20091118,    59, -1,  74,   159,  1,  61
734094,20091118,    47,  1,  92,   290, -1,  68
734094,20091118,   136, -1,  70,   347,  1,  61
734094,20091118,   272,  1,  69,   190, -1,  55
734094,20091118,    33, -1,  67,   207,  1,  54
734094,20091118,   203, -1, 101,   310,  1,  99
734094,20091118,   340,  1,  58,   210, -1,  42
734094,20091118,   128, -1,  69,    77,  1,  66
734094,20091118,   312,  1,  68,   313, -1,  67
734094,20091118,    15, -1,  73,   254,  1,  49
734094,20091118,   330,  1,  83,   111, -1,  60
734094,20091118,    85,  1,  76,    82, -1,  46
734094,20091118,   214,  1,  93,   265, -1,  61
734094,20091118,    54,  1,  88,   295, -1,  77
734094,20091118,   285,  1,  73,   325, -1,  41
734094,20091118,   315,  1,  70,    13, -1,  52
734094,20091118,   298, -1,  84,   149,  1,  78
734094,20091118,   216, -1,  83,   275,  1,  81
734094,20091118,   308,  1,  88,   191, -1,  75
734095,20091119,    67,  0,  63,   104,  0,  59
734095,20091119,   164,  0,  74,   293,  0,  54
734095,20091119,   321,  0,  69,   100,  0,  68
734095,20091119,   307,  0,  80,   221,  0,  69
734095,20091119,   169,  0,  89,   122,  0,  71
734095,20091119,   322,  1,  79,   236, -1,  46
734095,20091119,   338,  1,  78,   235, -1,  71
734095,20091119,   278,  0,  95,    37,  0,  73
734095,20091119,   223,  1,  71,    78, -1,  60
734095,20091119,   178,  1,  72,    84, -1,  61
734095,20091119,    50,  1,  78,    91, -1,  64
734095,20091119,   215, -1,  73,   142,  1,  41
734095,20091119,   263,  0,  65,    66,  0,  58
734095,20091119,   139, -1,  88,   269,  1,  77
734095,20091119,   137,  1, 102,   243, -1,  92
734095,20091119,    32, -1,  63,   186,  1,  53
734095,20091119,   134,  0,  80,    26,  0,  70
734095,20091119,   209,  1,  82,   144, -1,  62
734095,20091119,   168,  1,  76,   314, -1,  51
734095,20091119,   279,  1,  77,   316, -1,  55
734095,20091119,   288,  1,  94,   208, -1,  75
734095,20091119,   284, -1,  92,   143,  1,  89
734095,20091119,   181,  1,  74,   140, -1,  66
734095,20091119,   133,  1,  94,    40, -1,  44
734095,20091119,   170,  1,  82,   253, -1,  67
734095,20091119,   226,  1,  69,    89, -1,  54
734095,20091119,    70,  1,  56,   175, -1,  49
734095,20091119,   200,  0,  77,   212,  0,  73
734095,20091119,   261,  0,  78,   138,  0,  68
734095,20091119,   246,  1,  86,   250, -1,  53
734095,20091119,   332,  1,  89,   127, -1,  70
734095,20091119,   255,  1,  85,    95, -1,  84
734095,20091119,    10,  1,  66,   234, -1,  49
734096,20091120,   196,  0,  82,   116,  0,  77
734096,20091120,    71,  0,  60,   206,  0,  52
734096,20091120,    73,  0,  65,   103,  0,  58
734096,20091120,   182,  0,  71,   132,  0,  43
734096,20091120,   282,  0, 105,    81,  0,  66
