,kendall_w,p_lowerbound,max_L2_dist,mean_L2_dist,min_tau,mean_tau,k,model,D,Source,n_items,P,"mean_sensitivity(LOPRankingAlgorithm,SwapNoise(0.05))","std_sensitivity(LOPRankingAlgorithm,SwapNoise(0.05))","mean_sensitivity(LOPRankingAlgorithm,BinaryFlipNoise(0.05))","std_sensitivity(LOPRankingAlgorithm,BinaryFlipNoise(0.05))","mean_sensitivity(MasseyRankingAlgorithm,SwapNoise(0.05))","std_sensitivity(MasseyRankingAlgorithm,SwapNoise(0.05))","mean_sensitivity(MasseyRankingAlgorithm,BinaryFlipNoise(0.05))","std_sensitivity(MasseyRankingAlgorithm,BinaryFlipNoise(0.05))","mean_sensitivity(ColleyRankingAlgorithm,SwapNoise(0.05))","std_sensitivity(ColleyRankingAlgorithm,SwapNoise(0.05))","mean_sensitivity(ColleyRankingAlgorithm,BinaryFlipNoise(0.05))","std_sensitivity(ColleyRankingAlgorithm,BinaryFlipNoise(0.05))"
0,0.4247142857142857,10,26.076809620810597,18.485518894753632,-0.18095238095238098,0.2744973544973546,202.0,lop,"[[0. 2. 1. 1. 0. 1. 2. 2. 2. 1. 1. 1. 1. 1. 1.]
 [1. 0. 0. 2. 2. 1. 2. 1. 2. 1. 1. 2. 2. 3. 1.]
 [2. 3. 0. 1. 1. 2. 2. 1. 0. 3. 2. 2. 1. 1. 2.]
 [2. 1. 2. 0. 2. 2. 1. 3. 1. 1. 3. 1. 3. 2. 3.]
 [3. 1. 2. 1. 0. 0. 0. 2. 3. 2. 3. 0. 2. 3. 2.]
 [2. 2. 1. 1. 3. 0. 2. 0. 2. 0. 1. 2. 3. 3. 2.]
 [1. 1. 1. 2. 3. 1. 0. 1. 2. 1. 1. 3. 1. 2. 2.]
 [1. 2. 2. 0. 1. 3. 2. 0. 2. 1. 2. 1. 2. 1. 0.]
 [1. 1. 3. 2. 0. 1. 1. 1. 0. 1. 2. 2. 3. 0. 2.]
 [2. 2. 0. 2. 1. 3. 2. 2. 2. 0. 0. 0. 1. 1. 1.]
 [2. 2. 1. 0. 0. 2. 2. 1. 1. 3. 0. 1. 3. 0. 1.]
 [2. 1. 1. 2. 3. 1. 0. 2. 1. 3. 2. 0. 1. 2. 2.]
 [2. 1. 2. 0. 1. 0. 2. 1. 0. 2. 0. 2. 0. 1. 1.]
 [2. 0. 2. 1. 0. 0. 1. 2. 3. 2. 3. 1. 2. 0. 2.]
 [2. 2. 1. 0. 1. 1. 1. 3. 1. 2. 2. 1. 2. 1. 0.]]","SynthELOTournamentSource(15,3,1,400)",15,"[(5, 1, 6, 11, 3, 4, 13, 8, 14, 7, 10, 12, 2, 9, 0), (2, 5, 1, 6, 11, 3, 4, 13, 14, 7, 8, 10, 12, 9, 0), (5, 1, 6, 11, 3, 4, 13, 14, 7, 8, 10, 12, 2, 9, 0), (5, 1, 6, 11, 3, 4, 13, 14, 7, 8, 2, 10, 12, 9, 0), (5, 1, 6, 11, 3, 4, 13, 8, 2, 14, 7, 10, 12, 9, 0), (2, 5, 1, 6, 11, 3, 4, 13, 8, 14, 10, 12, 9, 0, 7), (5, 1, 6, 11, 3, 4, 13, 8, 2, 14, 10, 12, 9, 0, 7), (2, 5, 1, 6, 11, 3, 4, 13, 14, 10, 9, 0, 7, 8, 12), (2, 5, 1, 6, 11, 3, 4, 13, 8, 14, 7, 10, 12, 9, 0), (3, 7, 2, 5, 1, 6, 11, 4, 13, 8, 14, 10, 12, 9, 0)]",0.21820952380952383,0.24880161864862713,0.21302857142857146,0.23932190221502628,0.32998095238095243,0.23439023916897028,0.2707047619047619,0.21734080868576294,0.2838857142857143,0.23751455589718823,0.18529523809523812,0.2167816678579496
1,0.6411428571428571,5,21.307275752662516,15.451338817201144,0.1619047619047619,0.4780952380952381,200.0,lop,"[[0. 2. 2. 2. 1. 2. 2. 0. 0. 2. 1. 2. 0. 0. 1.]
 [1. 0. 3. 3. 2. 1. 2. 1. 3. 1. 2. 2. 1. 2. 1.]
 [1. 0. 0. 3. 0. 2. 2. 1. 2. 0. 1. 3. 1. 2. 2.]
 [1. 0. 0. 0. 1. 2. 2. 3. 1. 2. 0. 1. 2. 2. 1.]
 [2. 1. 3. 2. 0. 2. 2. 2. 1. 0. 2. 2. 0. 1. 1.]
 [1. 2. 1. 1. 1. 0. 2. 1. 3. 1. 1. 1. 1. 3. 0.]
 [1. 1. 1. 1. 1. 1. 0. 1. 1. 2. 2. 2. 2. 2. 3.]
 [3. 2. 2. 0. 1. 2. 2. 0. 2. 1. 2. 1. 1. 0. 0.]
 [3. 0. 1. 2. 2. 0. 2. 1. 0. 3. 2. 2. 2. 2. 1.]
 [1. 2. 3. 1. 3. 2. 1. 2. 0. 0. 1. 1. 1. 3. 1.]
 [2. 1. 2. 3. 1. 2. 1. 1. 1. 2. 0. 1. 1. 0. 3.]
 [1. 1. 0. 2. 1. 2. 1. 2. 1. 2. 2. 0. 2. 1. 3.]
 [3. 2. 2. 1. 3. 2. 1. 2. 1. 2. 2. 1. 0. 3. 2.]
 [3. 1. 1. 1. 2. 0. 1. 3. 1. 0. 3. 2. 0. 0. 2.]
 [2. 2. 1. 2. 2. 3. 0. 3. 2. 2. 0. 0. 1. 1. 0.]]","SynthELOTournamentSource(15,3,1,400)",15,"[(1, 8, 12, 9, 4, 2, 6, 13, 11, 10, 14, 3, 7, 0, 5), (1, 8, 6, 12, 9, 13, 4, 2, 11, 10, 14, 3, 7, 0, 5), (1, 8, 6, 12, 9, 4, 2, 13, 11, 10, 14, 3, 7, 0, 5), (12, 1, 8, 9, 4, 2, 6, 13, 11, 10, 14, 3, 7, 0, 5), (1, 8, 6, 12, 9, 13, 4, 10, 2, 11, 14, 3, 7, 0, 5)]",0.19207619047619048,0.2964698997389907,0.19512380952380953,0.29395016407023167,0.4156952380952381,0.1868405642856632,0.3071238095238095,0.19959380429266374,0.26811428571428575,0.19701189484906273,0.20380952380952383,0.2086005633054184
2,0.38885714285714285,5,25.019992006393608,19.338663944025644,-0.06666666666666668,0.21142857142857147,205.0,lop,"[[0. 3. 1. 1. 1. 1. 1. 1. 0. 3. 0. 2. 2. 0. 0.]
 [0. 0. 1. 3. 2. 1. 2. 2. 2. 1. 1. 2. 3. 2. 1.]
 [2. 2. 0. 1. 1. 1. 0. 2. 3. 2. 2. 3. 2. 0. 2.]
 [2. 0. 2. 0. 1. 3. 0. 3. 0. 0. 1. 1. 2. 2. 0.]
 [2. 1. 2. 2. 0. 1. 2. 1. 1. 2. 0. 2. 3. 1. 0.]
 [2. 2. 2. 0. 2. 0. 2. 1. 1. 1. 2. 2. 1. 2. 1.]
 [2. 1. 3. 3. 1. 1. 0. 2. 2. 2. 1. 2. 2. 1. 2.]
 [2. 1. 1. 0. 2. 2. 1. 0. 1. 1. 0. 0. 1. 2. 1.]
 [3. 1. 0. 3. 2. 2. 1. 2. 0. 2. 1. 2. 1. 2. 2.]
 [0. 2. 1. 3. 1. 2. 1. 2. 1. 0. 3. 1. 2. 0. 1.]
 [3. 2. 1. 2. 3. 1. 2. 3. 2. 0. 0. 0. 1. 0. 2.]
 [1. 1. 0. 2. 1. 1. 1. 3. 1. 2. 3. 0. 1. 0. 3.]
 [1. 0. 1. 1. 0. 2. 1. 2. 2. 1. 2. 2. 0. 0. 3.]
 [3. 1. 3. 1. 2. 1. 2. 1. 1. 3. 3. 3. 3. 0. 1.]
 [3. 2. 1. 3. 3. 2. 1. 2. 1. 2. 1. 0. 0. 2. 0.]]","SynthELOTournamentSource(15,3,1,400)",15,"[(1, 13, 6, 2, 12, 8, 11, 9, 10, 14, 3, 7, 5, 4, 0), (1, 13, 6, 2, 12, 8, 11, 14, 9, 10, 3, 7, 5, 4, 0), (5, 13, 6, 2, 11, 10, 8, 14, 4, 0, 9, 1, 3, 12, 7), (13, 6, 2, 11, 10, 8, 14, 4, 0, 9, 1, 3, 12, 7, 5), (13, 6, 2, 8, 11, 10, 14, 4, 0, 9, 1, 3, 12, 7, 5)]",0.11946666666666664,0.29438526040199453,0.12906666666666666,0.2914521148286546,0.4055619047619048,0.2039543197266177,0.35390476190476194,0.20102738388163635,0.21287619047619052,0.23910568370881402,0.15504761904761905,0.19965539472799362
3,0.743452380952381,6,17.944358444926362,12.245436655637933,0.3904761904761905,0.6292063492063493,201.0,lop,"[[0. 3. 2. 1. 1. 0. 1. 1. 1. 1. 1. 0. 0. 1. 1.]
 [0. 0. 2. 2. 3. 1. 2. 2. 3. 0. 1. 1. 1. 0. 2.]
 [1. 1. 0. 1. 1. 1. 3. 2. 1. 2. 2. 1. 2. 1. 1.]
 [2. 1. 2. 0. 1. 1. 1. 2. 1. 2. 3. 0. 3. 2. 2.]
 [2. 0. 2. 2. 0. 1. 1. 0. 1. 1. 1. 2. 3. 1. 2.]
 [3. 2. 2. 2. 2. 0. 1. 3. 1. 2. 2. 1. 0. 3. 2.]
 [2. 1. 0. 2. 2. 2. 0. 2. 0. 2. 2. 1. 2. 3. 0.]
 [2. 1. 1. 1. 3. 0. 1. 0. 2. 1. 2. 2. 3. 1. 3.]
 [2. 0. 2. 2. 2. 2. 3. 1. 0. 3. 2. 2. 2. 1. 2.]
 [2. 3. 1. 1. 2. 1. 1. 2. 0. 0. 1. 3. 3. 1. 3.]
 [2. 2. 1. 0. 2. 1. 1. 1. 1. 2. 0. 3. 2. 1. 1.]
 [3. 2. 2. 3. 1. 2. 2. 1. 1. 0. 0. 0. 1. 2. 1.]
 [3. 2. 1. 0. 0. 3. 1. 0. 1. 0. 1. 2. 0. 2. 1.]
 [2. 3. 2. 1. 2. 0. 0. 2. 2. 2. 2. 1. 1. 0. 1.]
 [2. 1. 2. 1. 1. 1. 3. 0. 1. 0. 2. 2. 2. 2. 0.]]","SynthELOTournamentSource(15,3,1,400)",15,"[(8, 6, 5, 3, 13, 9, 7, 14, 10, 4, 12, 11, 0, 1, 2), (8, 6, 5, 3, 13, 10, 9, 7, 4, 14, 12, 11, 0, 1, 2), (8, 6, 5, 3, 13, 9, 7, 10, 4, 14, 12, 11, 0, 1, 2), (8, 6, 5, 3, 13, 9, 7, 4, 14, 10, 12, 11, 0, 1, 2), (8, 6, 5, 3, 13, 10, 9, 1, 7, 4, 14, 12, 11, 0, 2), (8, 6, 5, 3, 13, 7, 10, 9, 4, 14, 12, 11, 0, 1, 2)]",0.2227809523809524,0.27095168398939573,0.18095238095238098,0.2693147430776902,0.30819047619047624,0.2238185205891822,0.28914285714285715,0.20202835390685372,0.23123809523809524,0.2266573827630544,0.1327238095238095,0.22471103217656985
4,0.8589285714285716,2,12.569805089976535,12.569805089976535,0.580952380952381,0.580952380952381,195.0,lop,"[[0. 2. 3. 3. 1. 2. 1. 3. 2. 2. 1. 2. 1. 1. 0.]
 [1. 0. 0. 2. 3. 3. 2. 1. 1. 1. 2. 2. 2. 1. 2.]
 [0. 3. 0. 0. 1. 0. 1. 1. 2. 3. 2. 2. 1. 1. 2.]
 [0. 1. 3. 0. 2. 2. 2. 2. 1. 1. 2. 1. 2. 1. 2.]
 [2. 0. 2. 1. 0. 1. 1. 1. 2. 1. 1. 1. 1. 0. 3.]
 [1. 0. 3. 1. 2. 0. 2. 1. 1. 1. 2. 1. 2. 2. 1.]
 [2. 1. 2. 1. 2. 1. 0. 0. 2. 2. 2. 2. 3. 1. 2.]
 [0. 2. 2. 1. 2. 2. 3. 0. 0. 2. 1. 1. 1. 2. 1.]
 [1. 2. 1. 2. 1. 2. 1. 3. 0. 2. 2. 1. 0. 1. 3.]
 [1. 2. 0. 2. 2. 2. 1. 1. 1. 0. 1. 0. 1. 1. 0.]
 [2. 1. 1. 1. 2. 1. 1. 2. 1. 2. 0. 3. 1. 0. 3.]
 [1. 1. 1. 2. 2. 2. 1. 2. 2. 3. 0. 0. 1. 2. 1.]
 [2. 1. 2. 1. 2. 1. 0. 2. 3. 2. 2. 2. 0. 2. 1.]
 [2. 2. 2. 2. 3. 1. 2. 1. 2. 2. 3. 1. 1. 0. 0.]
 [3. 1. 1. 1. 0. 2. 1. 2. 0. 3. 0. 2. 2. 3. 0.]]","SynthELOTournamentSource(15,3,1,400)",15,"[(13, 0, 1, 3, 5, 6, 12, 4, 2, 8, 10, 14, 11, 7, 9), (13, 0, 1, 3, 5, 6, 12, 2, 10, 11, 4, 8, 14, 7, 9)]",0.18377142857142859,0.2890962356541291,0.10811428571428572,0.26806776413399747,0.22019047619047621,0.22163474272702255,0.18834285714285717,0.22634908203652057,0.10742857142857144,0.2268957625757474,0.07733333333333334,0.22385482824139427
5,0.9071428571428571,2,10.198039027185569,10.198039027185569,0.7333333333333334,0.7333333333333334,199.0,lop,"[[0. 1. 3. 0. 0. 2. 1. 2. 2. 1. 2. 2. 1. 1. 0.]
 [2. 0. 2. 0. 2. 1. 1. 0. 2. 2. 2. 0. 1. 1. 1.]
 [0. 1. 0. 0. 3. 0. 1. 2. 1. 3. 0. 3. 3. 2. 3.]
 [3. 3. 3. 0. 0. 2. 1. 1. 0. 1. 2. 2. 2. 0. 1.]
 [3. 1. 0. 3. 0. 1. 0. 1. 1. 2. 1. 2. 2. 1. 1.]
 [1. 2. 3. 1. 2. 0. 1. 1. 2. 2. 3. 2. 0. 2. 2.]
 [2. 2. 2. 2. 3. 2. 0. 3. 0. 1. 1. 0. 1. 1. 2.]
 [1. 3. 1. 2. 2. 2. 0. 0. 2. 3. 1. 2. 1. 2. 0.]
 [1. 1. 2. 3. 2. 1. 3. 1. 0. 1. 1. 2. 3. 2. 1.]
 [2. 1. 0. 2. 1. 1. 2. 0. 2. 0. 2. 1. 2. 1. 2.]
 [1. 1. 3. 1. 2. 0. 2. 2. 2. 1. 0. 1. 1. 2. 3.]
 [1. 3. 0. 1. 1. 1. 3. 1. 1. 2. 2. 0. 2. 2. 2.]
 [2. 2. 0. 1. 1. 3. 2. 2. 0. 1. 2. 1. 0. 3. 1.]
 [2. 2. 1. 3. 2. 1. 2. 1. 1. 2. 1. 1. 0. 0. 2.]
 [3. 2. 0. 2. 2. 1. 1. 3. 2. 1. 0. 1. 2. 1. 0.]]","SynthELOTournamentSource(15,3,1,400)",15,"[(5, 10, 8, 2, 11, 12, 13, 6, 14, 7, 4, 9, 3, 1, 0), (5, 10, 8, 2, 11, 12, 13, 6, 14, 7, 4, 3, 1, 9, 0)]",0.3755428571428572,0.2723858434459298,0.32510476190476195,0.29032306721307743,0.2862476190476191,0.17793495817967767,0.26620952380952384,0.176041042421306,0.27299047619047623,0.17947242007941222,0.18300952380952384,0.19237183948242098
6,0.8964285714285715,4,12.489995996796797,7.796655058830818,0.6190476190476191,0.7968253968253968,206.0,lop,"[[0. 2. 2. 2. 1. 3. 1. 2. 3. 2. 2. 2. 2. 0. 2.]
 [1. 0. 0. 1. 1. 3. 1. 2. 2. 2. 1. 2. 2. 2. 2.]
 [1. 3. 0. 1. 1. 3. 1. 2. 2. 1. 1. 3. 0. 1. 2.]
 [1. 2. 2. 0. 2. 2. 1. 1. 2. 0. 0. 1. 1. 2. 2.]
 [2. 2. 2. 1. 0. 1. 2. 1. 1. 0. 1. 1. 1. 3. 3.]
 [0. 0. 0. 1. 2. 0. 1. 2. 1. 2. 2. 1. 0. 1. 3.]
 [2. 2. 2. 2. 1. 2. 0. 2. 1. 2. 1. 2. 2. 3. 0.]
 [1. 1. 1. 2. 2. 1. 1. 0. 2. 2. 1. 1. 0. 1. 3.]
 [0. 1. 1. 1. 2. 2. 2. 1. 0. 1. 1. 1. 1. 0. 2.]
 [1. 1. 2. 3. 3. 1. 1. 1. 2. 0. 3. 2. 1. 3. 1.]
 [1. 2. 2. 3. 2. 1. 2. 2. 2. 0. 0. 1. 1. 1. 2.]
 [1. 1. 0. 2. 2. 2. 1. 2. 2. 1. 2. 0. 2. 0. 2.]
 [1. 1. 3. 2. 2. 3. 1. 3. 2. 2. 2. 1. 0. 1. 1.]
 [3. 1. 2. 1. 0. 2. 0. 2. 3. 0. 2. 3. 2. 0. 3.]
 [1. 1. 1. 1. 0. 0. 3. 0. 1. 2. 1. 1. 2. 0. 0.]]","SynthELOTournamentSource(15,3,1,400)",15,"[(6, 9, 13, 0, 12, 10, 3, 2, 1, 11, 5, 7, 8, 4, 14), (6, 9, 13, 0, 12, 10, 2, 1, 11, 7, 3, 8, 5, 4, 14), (6, 9, 13, 0, 12, 10, 3, 2, 1, 11, 7, 8, 5, 4, 14), (6, 9, 13, 0, 12, 10, 3, 2, 1, 11, 8, 5, 7, 4, 14)]",0.21340952380952383,0.31729033264936357,0.1987809523809524,0.28326307508253773,0.2314666666666667,0.21292043034867264,0.19558095238095238,0.22835082687841188,0.20944761904761908,0.24076219409265318,0.17691428571428572,0.2246319688985679
7,0.7660714285714286,2,16.186414056238647,16.186414056238647,0.3904761904761905,0.3904761904761905,206.0,lop,"[[0. 1. 2. 1. 2. 1. 2. 1. 2. 2. 3. 0. 2. 2. 2.]
 [2. 0. 1. 1. 2. 2. 2. 2. 2. 3. 1. 2. 3. 1. 1.]
 [1. 2. 0. 0. 1. 1. 2. 3. 1. 0. 0. 2. 2. 0. 1.]
 [2. 2. 3. 0. 0. 1. 0. 1. 1. 1. 0. 1. 1. 2. 2.]
 [1. 1. 2. 3. 0. 3. 2. 1. 0. 0. 0. 1. 1. 3. 0.]
 [2. 1. 2. 2. 0. 0. 2. 0. 2. 1. 0. 1. 1. 1. 3.]
 [1. 1. 1. 3. 1. 1. 0. 0. 3. 3. 1. 2. 3. 1. 2.]
 [2. 1. 0. 2. 2. 3. 3. 0. 2. 1. 1. 2. 2. 2. 2.]
 [1. 1. 2. 2. 3. 1. 0. 1. 0. 2. 3. 2. 0. 1. 2.]
 [1. 0. 3. 2. 3. 2. 0. 2. 1. 0. 1. 1. 0. 1. 2.]
 [0. 2. 3. 3. 3. 3. 2. 2. 0. 2. 0. 2. 2. 1. 3.]
 [3. 1. 1. 2. 2. 2. 1. 1. 1. 2. 1. 0. 1. 1. 2.]
 [1. 0. 1. 2. 2. 2. 0. 1. 3. 3. 1. 2. 0. 2. 1.]
 [1. 2. 3. 1. 0. 2. 2. 1. 2. 2. 2. 2. 1. 0. 1.]
 [1. 2. 2. 1. 3. 0. 1. 1. 1. 1. 0. 1. 2. 2. 0.]]","SynthELOTournamentSource(15,3,1,400)",15,"[(1, 7, 0, 6, 12, 8, 10, 11, 9, 4, 5, 3, 14, 13, 2), (1, 7, 0, 13, 6, 12, 8, 10, 11, 9, 4, 5, 3, 14, 2)]",0.31748571428571426,0.2825345449149445,0.2824380952380952,0.27096696989764313,0.4438095238095239,0.1740247851610228,0.4060190476190476,0.18291084925588807,0.2893714285714286,0.22514667308022338,0.2083047619047619,0.211109071335175
8,0.2812003968253968,12,28.142494558940577,20.452108022396622,-0.29523809523809524,0.19422799422799422,195.0,lop,"[[0. 1. 1. 2. 2. 1. 2. 1. 1. 1. 2. 2. 1. 1. 2.]
 [2. 0. 0. 2. 1. 2. 2. 1. 1. 2. 2. 2. 1. 1. 1.]
 [2. 3. 0. 3. 1. 2. 2. 1. 3. 1. 2. 0. 0. 1. 2.]
 [1. 1. 0. 0. 3. 2. 0. 1. 2. 3. 1. 2. 2. 0. 1.]
 [1. 2. 2. 0. 0. 2. 1. 2. 0. 1. 2. 2. 3. 1. 1.]
 [2. 1. 1. 1. 1. 0. 2. 2. 2. 0. 1. 3. 1. 2. 2.]
 [1. 1. 1. 3. 2. 1. 0. 1. 3. 2. 2. 1. 2. 1. 2.]
 [2. 2. 2. 2. 1. 1. 2. 0. 1. 2. 1. 3. 3. 1. 2.]
 [2. 2. 0. 1. 3. 1. 0. 2. 0. 1. 2. 1. 1. 2. 2.]
 [2. 1. 2. 0. 2. 3. 1. 1. 2. 0. 1. 2. 1. 1. 1.]
 [1. 1. 1. 2. 1. 2. 1. 2. 1. 2. 0. 1. 1. 2. 0.]
 [1. 1. 3. 1. 1. 0. 2. 0. 2. 1. 2. 0. 1. 1. 1.]
 [2. 2. 3. 1. 0. 2. 1. 0. 2. 2. 2. 2. 0. 1. 0.]
 [2. 2. 2. 3. 2. 1. 2. 2. 1. 2. 1. 2. 2. 0. 2.]
 [1. 2. 1. 2. 2. 1. 1. 1. 1. 2. 3. 2. 3. 1. 0.]]","SynthELOTournamentSource(15,3,1,400)",15,"[(13, 7, 2, 6, 8, 14, 3, 4, 12, 1, 9, 5, 0, 11, 10), (13, 7, 2, 0, 6, 8, 14, 3, 4, 12, 1, 10, 9, 5, 11), (13, 7, 2, 0, 6, 14, 3, 8, 4, 12, 1, 10, 9, 5, 11), (13, 7, 6, 14, 12, 2, 1, 3, 9, 5, 8, 0, 4, 11, 10), (13, 7, 2, 6, 3, 8, 14, 4, 12, 1, 10, 9, 5, 0, 11), (13, 7, 2, 6, 3, 8, 14, 4, 12, 1, 9, 5, 0, 11, 10), (13, 7, 2, 0, 6, 3, 8, 14, 4, 12, 1, 10, 9, 5, 11), (13, 7, 2, 6, 14, 3, 8, 4, 12, 1, 9, 5, 0, 11, 10), (13, 7, 14, 12, 2, 1, 6, 3, 9, 5, 8, 0, 4, 11, 10), (13, 7, 2, 6, 8, 0, 14, 3, 4, 12, 1, 10, 9, 5, 11), (13, 7, 2, 6, 14, 3, 9, 8, 4, 12, 1, 5, 0, 11, 10), (13, 7, 2, 6, 8, 14, 3, 4, 12, 1, 10, 9, 5, 0, 11)]",0.15306666666666666,0.23376380427789967,0.09584761904761906,0.21257772306775513,0.3416380952380953,0.1830454427302368,0.2675809523809524,0.16392431858092998,0.23306666666666667,0.20431473120593902,0.12563809523809524,0.19356615959560072
9,0.878125,4,12.083045973594572,9.317054931436495,0.6190476190476191,0.7460317460317462,210.0,lop,"[[0. 2. 2. 1. 1. 3. 2. 2. 1. 3. 2. 2. 2. 1. 2.]
 [1. 0. 0. 1. 0. 0. 1. 2. 2. 1. 1. 2. 2. 3. 0.]
 [1. 3. 0. 1. 2. 2. 1. 2. 3. 1. 0. 2. 0. 2. 2.]
 [2. 2. 2. 0. 1. 1. 1. 0. 3. 1. 2. 1. 1. 2. 2.]
 [2. 3. 1. 2. 0. 1. 2. 2. 2. 1. 1. 3. 3. 3. 1.]
 [0. 3. 1. 2. 2. 0. 1. 2. 2. 1. 3. 2. 2. 1. 2.]
 [1. 2. 2. 2. 1. 2. 0. 2. 3. 2. 3. 1. 1. 1. 2.]
 [1. 1. 1. 3. 1. 1. 1. 0. 2. 2. 2. 3. 3. 2. 0.]
 [2. 1. 0. 0. 1. 1. 0. 1. 0. 0. 1. 2. 2. 3. 1.]
 [0. 2. 2. 2. 2. 2. 1. 1. 3. 0. 3. 2. 1. 1. 2.]
 [1. 2. 3. 1. 2. 0. 0. 1. 2. 0. 0. 3. 3. 2. 1.]
 [1. 1. 1. 2. 0. 1. 2. 0. 1. 1. 0. 0. 2. 0. 2.]
 [1. 1. 3. 2. 0. 1. 2. 0. 1. 2. 0. 1. 0. 2. 1.]
 [2. 0. 1. 1. 0. 2. 2. 1. 0. 2. 1. 3. 1. 0. 3.]
 [1. 3. 1. 1. 2. 1. 1. 3. 2. 1. 2. 1. 2. 0. 0.]]","SynthELOTournamentSource(15,3,1,400)",15,"[(0, 6, 9, 5, 14, 7, 10, 4, 12, 3, 2, 1, 8, 13, 11), (0, 6, 9, 5, 14, 4, 7, 3, 10, 12, 2, 1, 8, 13, 11), (0, 6, 9, 5, 14, 4, 7, 10, 12, 3, 2, 1, 8, 13, 11), (0, 6, 9, 5, 14, 10, 4, 7, 12, 3, 2, 1, 8, 13, 11)]",0.3488761904761905,0.27187708574016844,0.3116190476190476,0.24478999282970937,0.3756952380952381,0.2185002054306646,0.34590476190476194,0.1967061184919122,0.2783238095238096,0.2629644059960619,0.21173333333333336,0.20659822786050722
